sample,PSNR_dB,SSIM,MAE_Air_HU,MAE_Soft_HU,MAE_Bone_HU,RED_MAE,Gamma_1pct_1mm,Gamma_2pct_2mm
031,22.08211100407913,0.8696837078653172,822.6525,24.009922,791.3164,0.6102996047931226,0.28436420873268364,0.34280301123550255
