sample,PSNR_dB,SSIM,MAE_Air_HU,MAE_Soft_HU,MAE_Bone_HU,RED_MAE,Gamma_1pct_1mm,Gamma_2pct_2mm
18,20.255995141622428,0.8267681303957417,828.7607,36.72767,781.4239,0.6580865971767709,0.23608160294549313,0.2956473289886651
