sample,PSNR_dB,SSIM,MAE_Air_HU,MAE_Soft_HU,MAE_Bone_HU,RED_MAE,Gamma_1pct_1mm,Gamma_2pct_2mm
0,15.811529641893124,0.5282697993718536,184.3576944936683,165.1178897593483,739.9495367750793,0.16933259882230392,0.7433969003182871,0.9021826850043403
